12.711460	0.459989	0.000000
12.711216	0.454080	0.000000
12.710971	0.448174	0.000000
12.710727	0.442269	0.000000
12.710482	0.436363	0.000000
12.710238	0.436005	0.000000
12.709993	0.435648	0.000000
12.709749	0.435290	0.000000
12.709505	0.434933	0.000000
12.709260	0.432495	0.000000
12.709016	0.430056	0.000000
12.708771	0.427618	0.000000
12.708527	0.425180	0.000000
12.708282	0.422742	0.000000
12.708038	0.420304	0.000000
12.707793	0.417866	0.000000
12.707549	0.415428	0.000000
12.707304	0.421499	0.000000
12.707060	0.427571	0.000000
12.706815	0.433643	0.000000
12.706571	0.439715	0.000000
12.706326	0.445787	0.000000
12.706082	0.451859	0.000000
12.705838	0.457930	0.000000
12.705593	0.464002	0.000000
12.705349	0.462330	0.000000
12.705104	0.460657	0.000000
12.704860	0.458985	0.000000
12.704615	0.457313	0.000000
12.704371	0.455640	0.000000
12.704126	0.453968	0.000000
12.703882	0.452296	0.000000
12.703637	0.450627	0.000000
12.703393	0.454716	0.000000
12.703148	0.458808	0.000000
12.702904	0.462897	0.000000
12.702659	0.466989	0.000000
12.702415	0.476626	0.000000
12.702170	0.486267	0.000000
12.701926	0.495903	0.000000
12.701682	0.505544	0.000000
12.701437	0.508015	0.000000
12.701193	0.510489	0.000000
12.700948	0.512959	0.000000
12.700704	0.515434	0.000000
12.700459	0.517558	0.000000
12.700215	0.519685	0.000000
12.699970	0.521809	0.000000
12.699726	0.523937	0.000000
12.699481	0.517695	0.000000
12.699237	0.511453	0.000000
12.698992	0.499837	0.000000
12.698748	0.488225	0.000000
12.698503	0.478862	0.000000
12.698259	0.472277	0.000000
12.698015	0.470428	0.000000
12.697770	0.474130	0.000000
12.697526	0.484244	0.000000
12.697281	0.497135	0.000000
12.697037	0.510023	0.000000
12.696792	0.520140	0.000000
12.696548	0.524417	0.000000
12.696303	0.523149	0.000000
12.696059	0.517139	0.000000
12.695814	0.508358	0.000000
12.695570	0.500173	0.000000
12.695325	0.491992	0.000000
12.695081	0.489182	0.000000
12.694836	0.486375	0.000000
12.694592	0.485992	0.000000
12.694348	0.485613	0.000000
12.694103	0.490778	0.000000
12.693859	0.495947	0.000000
12.693614	0.502152	0.000000
12.693370	0.508361	0.000000
12.693125	0.514567	0.000000
12.692881	0.520776	0.000000
12.692636	0.527328	0.000000
12.692392	0.533884	0.000000
12.692147	0.540440	0.000000
12.691903	0.546996	0.000000
12.691658	0.548332	0.000000
12.691414	0.549669	0.000000
12.691169	0.551005	0.000000
12.690925	0.552345	0.000000
12.690681	0.548133	0.000000
12.690436	0.543925	0.000000
12.690192	0.539714	0.000000
12.689947	0.535506	0.000000
12.689703	0.530254	0.000000
12.689458	0.525006	0.000000
12.689214	0.519754	0.000000
12.688969	0.514505	0.000000
12.688725	0.504457	0.000000
12.688480	0.494412	0.000000
12.688236	0.483150	0.000000
12.687991	0.474665	0.000000
12.687747	0.469601	0.000000
12.687502	0.470088	0.000000
12.687258	0.475312	0.000000
12.687014	0.483312	0.000000
12.686769	0.490442	0.000000
12.686525	0.497576	0.000000
12.686280	0.504879	0.000000
12.686036	0.512187	0.000000
12.685791	0.518565	0.000000
12.685547	0.524948	0.000000
12.685302	0.530980	0.000000
12.685058	0.537015	0.000000
12.684813	0.538829	0.000000
12.684569	0.535098	0.000000
12.684324	0.526974	0.000000
12.684080	0.516077	0.000000
12.683835	0.507762	0.000000
12.683591	0.502225	0.000000
12.683347	0.501076	0.000000
12.683102	0.505479	0.000000
12.682858	0.513173	0.000000
12.682613	0.520870	0.000000
12.682369	0.526309	0.000000
12.682124	0.526205	0.000000
12.681880	0.521589	0.000000
12.681635	0.514202	0.000000
12.681391	0.506812	0.000000
12.681146	0.502199	0.000000
12.680902	0.503651	0.000000
12.680657	0.510655	0.000000
12.680413	0.522394	0.000000
12.680168	0.536911	0.000000
12.679924	0.551214	0.000000
12.679680	0.565518	0.000000
12.679435	0.574447	0.000000
12.679191	0.583380	0.000000
12.678946	0.586182	0.000000
12.678702	0.588989	0.000000
12.678457	0.586244	0.000000
12.678213	0.583502	0.000000
12.677968	0.577290	0.000000
12.677724	0.571080	0.000000
12.677479	0.564868	0.000000
12.677235	0.558659	0.000000
12.676990	0.552099	0.000000
12.676746	0.545543	0.000000
12.676501	0.538984	0.000000
12.676257	0.532428	0.000000
12.676013	0.532789	0.000000
12.675768	0.533154	0.000000
12.675524	0.533515	0.000000
12.675279	0.533880	0.000000
12.675035	0.534241	0.000000
12.674790	0.534606	0.000000
12.674546	0.534967	0.000000
12.674301	0.535332	0.000000
12.674057	0.540895	0.000000
12.673812	0.546461	0.000000
12.673568	0.552023	0.000000
12.673323	0.557590	0.000000
12.673079	0.557604	0.000000
12.672834	0.557622	0.000000
12.672590	0.557640	0.000000
12.672345	0.557658	0.000000
12.672101	0.557918	0.000000
12.671857	0.558178	0.000000
12.671612	0.558439	0.000000
12.671368	0.558702	0.000000
12.671123	0.558962	0.000000
12.670879	0.559226	0.000000
12.670634	0.559486	0.000000
12.670390	0.559750	0.000000
12.670145	0.551341	0.000000
12.669901	0.542936	0.000000
12.669656	0.534527	0.000000
12.669412	0.526122	0.000000
12.669167	0.526613	0.000000
12.668923	0.527108	0.000000
12.668678	0.527599	0.000000
12.668434	0.528094	0.000000
12.668190	0.525970	0.000000
12.667945	0.523850	0.000000
12.667701	0.516351	0.000000
12.667456	0.508856	0.000000
12.667212	0.503554	0.000000
12.666967	0.501029	0.000000
12.666723	0.503760	0.000000
12.666478	0.511117	0.000000
12.666234	0.523846	0.000000
12.665989	0.539352	0.000000
12.665745	0.553584	0.000000
12.665500	0.567819	0.000000
12.665256	0.573555	0.000000
12.665011	0.579294	0.000000
12.664767	0.585034	0.000000
12.664523	0.590773	0.000000
12.664278	0.588494	0.000000
12.664034	0.586215	0.000000
12.663789	0.583936	0.000000
12.663545	0.581660	0.000000
12.663300	0.579381	0.000000
12.663056	0.577105	0.000000
12.662811	0.574826	0.000000
12.662567	0.572551	0.000000
12.662322	0.575819	0.000000
12.662078	0.579092	0.000000
12.661833	0.582361	0.000000
12.661589	0.585633	0.000000
12.661344	0.583354	0.000000
12.661100	0.581079	0.000000
12.660856	0.578799	0.000000
12.660611	0.576524	0.000000
12.660367	0.575270	0.000000
12.660122	0.574021	0.000000
12.659878	0.572767	0.000000
12.659633	0.571517	0.000000
12.659389	0.570611	0.000000
12.659144	0.569708	0.000000
12.658900	0.568801	0.000000
12.658655	0.567898	0.000000
12.658411	0.567338	0.000000
12.658166	0.566782	0.000000
12.657922	0.571597	0.000000
12.657677	0.576416	0.000000
12.657433	0.584582	0.000000
12.657189	0.589979	0.000000
12.656944	0.590289	0.000000
12.656700	0.585976	0.000000
12.656455	0.578706	0.000000
12.656211	0.571438	0.000000
12.655966	0.563882	0.000000
12.655722	0.556325	0.000000
12.655477	0.548191	0.000000
12.655233	0.540057	0.000000
12.654988	0.531923	0.000000
12.654744	0.523788	0.000000
12.654499	0.518601	0.000000
12.654255	0.513415	0.000000
12.654010	0.505800	0.000000
12.653766	0.502810	0.000000
12.653522	0.508603	0.000000
12.653277	0.517171	0.000000
12.653033	0.524467	0.000000
12.652788	0.531764	0.000000
12.652544	0.539132	0.000000
